% Moku:Go Spectrum Analyzer
% Input 1 (on), AC, 30 MHz, 1 MOhm, 10 Vpp
% Input 2 (off), AC, 30 MHz, 1 MOhm, 10 Vpp
% Start freq 9.975 000 MHz, stop freq 10.175 000 MHz, RBW 977.5 Hz (Auto mode), Blackman-Harris window, Video filter off
% Averaging: 16 spectra per frame, 1 frame averages
% Output 1 (off) - 10.000 000 000 000 MHz, 1.000 Vpp
% Output 2 (off) - 20.000 000 000 000 MHz, 1.000 Vpp
% 
% Acquired 2026-05-09 T 12:57:42 +0900
% Frequency (Hz), Input 1 (dBm)
1.006818847964e+07, -9.713424e+01
1.006842689821e+07, -9.654857e+01
1.006866531679e+07, -9.620923e+01
1.006890373537e+07, -9.591186e+01
1.006914215395e+07, -9.507615e+01
1.006938057253e+07, -9.433822e+01
1.006961899111e+07, -9.400331e+01
1.006985740969e+07, -9.421731e+01
1.007009582827e+07, -9.409795e+01
1.007033424685e+07, -9.311201e+01
1.007057266543e+07, -9.243973e+01
1.007081108401e+07, -9.230367e+01
1.007104950259e+07, -9.284123e+01
1.007128792116e+07, -9.419398e+01
1.007152633974e+07, -9.571080e+01
1.007176475832e+07, -9.680569e+01
1.007200317690e+07, -9.658185e+01
1.007224159548e+07, -9.655043e+01
1.007248001406e+07, -9.639460e+01
1.007271843264e+07, -9.505136e+01
1.007295685122e+07, -9.395810e+01
1.007319526980e+07, -9.332787e+01
1.007343368838e+07, -9.278099e+01
1.007367210696e+07, -9.246085e+01
1.007391052553e+07, -9.248063e+01
1.007414894411e+07, -9.292524e+01
1.007438736269e+07, -9.377396e+01
1.007462578127e+07, -9.474016e+01
1.007486419985e+07, -9.532131e+01
1.007510261843e+07, -9.543137e+01
1.007534103701e+07, -9.518603e+01
1.007557945559e+07, -9.474061e+01
1.007581787417e+07, -9.446416e+01
1.007605629275e+07, -9.439034e+01
1.007629471133e+07, -9.412466e+01
1.007653312990e+07, -9.407731e+01
1.007677154848e+07, -9.439067e+01
1.007700996706e+07, -9.469032e+01
1.007724838564e+07, -9.476696e+01
1.007748680422e+07, -9.441557e+01
1.007772522280e+07, -9.431781e+01
1.007796364138e+07, -9.484449e+01
1.007820205996e+07, -9.609353e+01
1.007844047854e+07, -9.730908e+01
1.007867889712e+07, -9.700558e+01
1.007891731570e+07, -9.661670e+01
1.007915573427e+07, -9.606416e+01
1.007939415285e+07, -9.571445e+01
1.007963257143e+07, -9.554479e+01
1.007987099001e+07, -9.565771e+01
1.008010940859e+07, -9.540603e+01
1.008034782717e+07, -9.451584e+01
1.008058624575e+07, -9.405549e+01
1.008082466433e+07, -9.366334e+01
1.008106308291e+07, -9.364091e+01
1.008130150149e+07, -9.379998e+01
1.008153992007e+07, -9.377720e+01
1.008177833864e+07, -9.339716e+01
1.008201675722e+07, -9.301211e+01
1.008225517580e+07, -9.290819e+01
1.008249359438e+07, -9.337562e+01
1.008273201296e+07, -9.444253e+01
1.008297043154e+07, -9.577335e+01
1.008320885012e+07, -9.588926e+01
1.008344726870e+07, -9.549060e+01
1.008368568728e+07, -9.471871e+01
1.008392410586e+07, -9.436933e+01
1.008416252444e+07, -9.427211e+01
1.008440094301e+07, -9.454251e+01
1.008463936159e+07, -9.456761e+01
1.008487778017e+07, -9.420013e+01
1.008511619875e+07, -9.422425e+01
1.008535461733e+07, -9.469397e+01
1.008559303591e+07, -9.535341e+01
1.008583145449e+07, -9.624738e+01
1.008606987307e+07, -9.621716e+01
1.008630829165e+07, -9.529908e+01
1.008654671023e+07, -9.461861e+01
1.008678512881e+07, -9.437052e+01
1.008702354738e+07, -9.464402e+01
1.008726196596e+07, -9.560427e+01
1.008750038454e+07, -9.624806e+01
1.008773880312e+07, -9.540927e+01
1.008797722170e+07, -9.359894e+01
1.008821564028e+07, -9.248690e+01
1.008845405886e+07, -9.254629e+01
1.008869247744e+07, -9.353233e+01
1.008893089602e+07, -9.459444e+01
1.008916931460e+07, -9.434706e+01
1.008940773318e+07, -9.373489e+01
1.008964615176e+07, -9.368962e+01
1.008988457033e+07, -9.415432e+01
1.009012298891e+07, -9.497988e+01
1.009036140749e+07, -9.603918e+01
1.009059982607e+07, -9.655844e+01
1.009083824465e+07, -9.694464e+01
1.009107666323e+07, -9.609895e+01
1.009131508181e+07, -9.524681e+01
1.009155350039e+07, -9.469648e+01
1.009179191897e+07, -9.437252e+01
1.009203033755e+07, -9.415516e+01
1.009226875613e+07, -9.447113e+01
1.009250717470e+07, -9.469685e+01
1.009274559328e+07, -9.464629e+01
1.009298401186e+07, -9.444670e+01
1.009322243044e+07, -9.417951e+01
1.009346084902e+07, -9.344579e+01
1.009369926760e+07, -9.289218e+01
1.009393768618e+07, -9.278972e+01
1.009417610476e+07, -9.333680e+01
1.009441452334e+07, -9.427620e+01
1.009465294192e+07, -9.469766e+01
1.009489136050e+07, -9.472318e+01
1.009512977907e+07, -9.514069e+01
1.009536819765e+07, -9.586503e+01
1.009560661623e+07, -9.646645e+01
1.009584503481e+07, -9.619078e+01
1.009608345339e+07, -9.563595e+01
1.009632187197e+07, -9.492992e+01
1.009656029055e+07, -9.442340e+01
1.009679870913e+07, -9.427709e+01
1.009703712771e+07, -9.432570e+01
1.009727554629e+07, -9.410953e+01
1.009751396487e+07, -9.373797e+01
1.009775238344e+07, -9.314486e+01
1.009799080202e+07, -9.293513e+01
1.009822922060e+07, -9.323039e+01
1.009846763918e+07, -9.369295e+01
1.009870605776e+07, -9.351394e+01
1.009894447634e+07, -9.303974e+01
1.009918289492e+07, -9.239314e+01
1.009942131350e+07, -9.204956e+01
1.009965973208e+07, -9.235444e+01
1.009989815066e+07, -9.318820e+01
1.010013656924e+07, -9.394599e+01
1.010037498781e+07, -9.425420e+01
1.010061340639e+07, -9.462395e+01
1.010085182497e+07, -9.437585e+01
1.010109024355e+07, -9.464933e+01
1.010132866213e+07, -9.490565e+01
1.010156708071e+07, -9.413481e+01
1.010180549929e+07, -9.239405e+01
1.010204391787e+07, -9.097764e+01
1.010228233645e+07, -9.030924e+01
1.010252075503e+07, -9.030933e+01
1.010275917361e+07, -9.073319e+01
1.010299759218e+07, -9.138439e+01
1.010323601076e+07, -9.190239e+01
1.010347442934e+07, -9.205095e+01
1.010371284792e+07, -9.097820e+01
1.010395126650e+07, -8.970339e+01
1.010418968508e+07, -8.859198e+01
1.010442810366e+07, -8.810328e+01
1.010466652224e+07, -8.782276e+01
1.010490494082e+07, -8.796200e+01
1.010514335940e+07, -8.816312e+01
1.010538177798e+07, -8.852975e+01
1.010562019655e+07, -8.864288e+01
1.010585861513e+07, -8.766356e+01
1.010609703371e+07, -8.683476e+01
1.010633545229e+07, -8.729876e+01
1.010657387087e+07, -8.703221e+01
1.010681228945e+07, -8.634593e+01
1.010705070803e+07, -8.554024e+01
1.010728912661e+07, -8.466595e+01
1.010752754519e+07, -8.399666e+01
1.010776596377e+07, -8.316417e+01
1.010800438235e+07, -7.492085e+01
1.010824280092e+07, -5.726943e+01
1.010848121950e+07, -4.510201e+01
1.010871963808e+07, -3.636822e+01
1.010895805666e+07, -3.010617e+01
1.010919647524e+07, -2.584411e+01
1.010943489382e+07, -2.333144e+01
1.010967331240e+07, -2.243933e+01
1.010991173098e+07, -2.312499e+01
1.011015014956e+07, -2.541973e+01
1.011038856814e+07, -2.943689e+01
1.011062698672e+07, -3.540105e+01
1.011086540530e+07, -4.372543e+01
1.011110382387e+07, -5.519375e+01
1.011134224245e+07, -7.119669e+01
1.011158066103e+07, -8.272586e+01
1.011181907961e+07, -8.348054e+01
1.011205749819e+07, -8.394636e+01
1.011229591677e+07, -8.479639e+01
1.011253433535e+07, -8.607070e+01
1.011277275393e+07, -8.667406e+01
1.011301117251e+07, -8.660388e+01
1.011324959109e+07, -8.703423e+01
1.011348800967e+07, -8.788319e+01
1.011372642824e+07, -8.849494e+01
1.011396484682e+07, -8.890203e+01
1.011420326540e+07, -8.912635e+01
1.011444168398e+07, -8.985066e+01
1.011468010256e+07, -9.116549e+01
1.011491852114e+07, -9.203576e+01
1.011515693972e+07, -9.158096e+01
1.011539535830e+07, -9.046785e+01
1.011563377688e+07, -9.016150e+01
1.011587219546e+07, -9.040583e+01
1.011611061404e+07, -9.089963e+01
1.011634903261e+07, -9.177850e+01
1.011658745119e+07, -9.269573e+01
1.011682586977e+07, -9.269580e+01
1.011706428835e+07, -9.214916e+01
1.011730270693e+07, -9.196202e+01
1.011754112551e+07, -9.196208e+01
1.011777954409e+07, -9.209276e+01
1.011801796267e+07, -9.243801e+01
1.011825638125e+07, -9.292074e+01
1.011849479983e+07, -9.323669e+01
1.011873321841e+07, -9.330133e+01
1.011897163698e+07, -9.343201e+01
1.011921005556e+07, -9.383614e+01
1.011944847414e+07, -9.395186e+01
